date,total_inflows,total_outflows,net_liquidity_position,alm_gap,cumulative_alm_gap,liquidity_coverage_ratio,funding_stress_flag,liquidity_risk_score,repo_rate,cp_rate,rate_spread,market_stress_flag
2022-09-24,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,17702516385593.652,16.29979846698477,0,618487.5722183054,6.34,6.15,-0.1899999999999995,0
2022-09-25,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,17768817945090.258,16.29979846698477,0,607301.0391100849,5.06,7.65,2.5900000000000007,0
2022-09-26,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,17835119504586.863,16.29979846698477,0,609188.6544852037,7.26,8.66,1.4000000000000004,1
2022-09-27,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,17901421064083.47,16.29979846698477,0,627383.42700745,4.1,7.64,3.54,0
2022-09-28,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,17967722623580.074,16.29979846698477,0,610956.8623077269,5.91,8.75,2.84,1
2022-09-29,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18034024183076.68,16.29979846698477,0,617327.798642498,5.3,7.1,1.7999999999999998,1
2022-09-30,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18100325742573.285,16.29979846698477,0,606086.841445579,5.11,5.52,0.40999999999999925,1
2022-10-01,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18166627302069.89,16.29979846698477,0,577230.191355285,6.75,8.08,1.33,0
2022-10-02,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18232928861566.496,16.29979846698477,0,636255.3127242057,5.02,5.58,0.5600000000000005,1
2022-10-03,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18299230421063.1,16.29979846698477,0,614970.2773781035,5.45,6.49,1.04,1
2022-10-04,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18365531980559.707,16.29979846698477,0,584647.6327257411,4.21,5.62,1.4100000000000001,1
2022-10-05,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18431833540056.312,16.29979846698477,0,628451.4063351592,5.22,6.93,1.71,0
2022-10-06,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18498135099552.918,16.29979846698477,0,635457.6721919038,5.73,5.43,-0.3000000000000007,0
2022-10-07,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18564436659049.523,16.29979846698477,0,634251.0221933407,6.45,8.89,2.4400000000000004,1
2022-10-08,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18630738218546.13,16.29979846698477,0,637876.8090221061,7.34,8.12,0.7799999999999994,1
2022-10-09,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18697039778042.734,16.29979846698477,0,617499.2389121598,6.17,5.93,-0.2400000000000002,0
2022-10-10,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18763341337539.34,16.29979846698477,0,642560.2240174954,4.5,5.53,1.0300000000000002,1
2022-10-11,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18829642897035.945,16.29979846698477,0,601036.7176140539,6.4,8.37,1.9699999999999989,0
2022-10-12,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18895944456532.55,16.29979846698477,0,614996.1684736873,6.19,6.86,0.6699999999999999,0
2022-10-13,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,18962246016029.156,16.29979846698477,0,624211.6345715711,4.93,8.43,3.5,1
2022-10-14,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19028547575525.76,16.29979846698477,0,617942.474543497,5.31,6.48,1.1700000000000008,1
2022-10-15,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19094849135022.367,16.29979846698477,0,565046.156809106,4.93,8.73,3.8000000000000007,1
2022-10-16,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19161150694518.973,16.29979846698477,0,580530.7424349163,5.13,5.28,0.15000000000000036,1
2022-10-17,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19227452254015.58,16.29979846698477,0,584023.8245929156,6.12,6.34,0.21999999999999975,1
2022-10-18,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19293753813512.184,16.29979846698477,0,569348.4485565986,7.05,5.15,-1.8999999999999995,0
2022-10-19,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19360055373008.79,16.29979846698477,0,613797.1839157385,4.55,5.12,0.5700000000000003,1
2022-10-20,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19426356932505.395,16.29979846698477,0,622387.0034468652,7.34,6.29,-1.0499999999999998,0
2022-10-21,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19492658492002.0,16.29979846698477,0,634657.8796486491,6.19,6.69,0.5,1
2022-10-22,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19558960051498.605,16.29979846698477,0,616986.6885565346,6.72,5.78,-0.9399999999999995,0
2022-10-23,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19625261610995.21,16.29979846698477,0,566070.2773437905,6.57,6.21,-0.3600000000000003,0
2022-10-24,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19691563170491.816,16.29979846698477,0,600076.8926984735,5.97,7.69,1.7200000000000006,1
2022-10-25,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19757864729988.42,16.29979846698477,0,586126.0487720396,4.44,8.36,3.919999999999999,0
2022-10-26,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19824166289485.027,16.29979846698477,0,573400.6667701902,4.82,8.03,3.209999999999999,1
2022-10-27,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19890467848981.633,16.29979846698477,0,633385.9309416116,5.43,8.0,2.5700000000000003,0
2022-10-28,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,19956769408478.24,16.29979846698477,0,582235.3393900594,4.86,8.89,4.03,1
2022-10-29,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20023070967974.844,16.29979846698477,0,583718.9399301468,7.31,5.02,-2.29,0
2022-10-30,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20089372527471.45,16.29979846698477,0,616853.2991844737,6.37,7.25,0.8799999999999999,1
2022-10-31,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20155674086968.055,16.29979846698477,0,567872.6300893577,4.67,7.4,2.7300000000000004,1
2022-11-01,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20221975646464.66,16.29979846698477,0,675279.7533430427,6.19,7.1,0.9099999999999993,1
2022-11-02,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20288277205961.266,16.29979846698477,0,545237.5811396141,7.39,7.4,0.010000000000000675,0
2022-11-03,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20354578765457.87,16.29979846698477,0,659764.5268503241,6.83,7.09,0.2599999999999998,0
2022-11-04,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20420880324954.477,16.29979846698477,0,589456.4956947336,6.61,5.52,-1.0900000000000007,0
2022-11-05,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20487181884451.082,16.29979846698477,0,643007.6974539933,6.3,7.49,1.1900000000000004,1
2022-11-06,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20553483443947.688,16.29979846698477,0,600498.6174885744,5.83,5.59,-0.2400000000000002,0
2022-11-07,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20619785003444.293,16.29979846698477,0,609289.4709266799,6.7,5.05,-1.6500000000000004,0
2022-11-08,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20686086562940.9,16.29979846698477,0,599991.5666492882,5.34,5.85,0.5099999999999998,1
2022-11-09,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20752388122437.504,16.29979846698477,0,626817.6332270664,7.37,8.78,1.4099999999999993,1
2022-11-10,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20818689681934.11,16.29979846698477,0,601786.7405802297,6.26,8.43,2.17,1
2022-11-11,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20884991241430.715,16.29979846698477,0,598469.7252507474,4.61,7.79,3.1799999999999997,0
2022-11-12,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,20951292800927.32,16.29979846698477,0,602034.8025096839,6.39,6.01,-0.3799999999999999,0
2022-11-13,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21017594360423.926,16.29979846698477,0,601242.9901288432,5.64,5.32,-0.3199999999999994,0
2022-11-14,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21083895919920.53,16.29979846698477,0,550926.6749329391,4.47,7.83,3.3600000000000003,0
2022-11-15,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21150197479417.137,16.29979846698477,0,627999.5291799437,4.92,8.61,3.6899999999999995,0
2022-11-16,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21216499038913.742,16.29979846698477,0,617482.1618558127,4.05,6.42,2.37,0
2022-11-17,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21282800598410.348,16.29979846698477,0,597842.1684739129,4.98,8.96,3.9800000000000004,1
2022-11-18,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21349102157906.953,16.29979846698477,0,625387.2303929591,4.43,7.34,2.91,0
2022-11-19,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21415403717403.56,16.29979846698477,0,596153.6269028044,4.76,7.25,2.49,0
2022-11-20,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21481705276900.164,16.29979846698477,0,638711.5586183817,5.44,8.73,3.29,0
2022-11-21,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21548006836396.77,16.29979846698477,0,597625.8306825167,4.42,7.53,3.1100000000000003,1
2022-11-22,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21614308395893.375,16.29979846698477,0,604093.1309674662,4.32,8.5,4.18,1
2022-11-23,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21680609955389.98,16.29979846698477,0,622355.3270764372,7.46,5.78,-1.6799999999999997,0
2022-11-24,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21746911514886.586,16.29979846698477,0,629905.8621257098,7.0,5.29,-1.71,0
2022-11-25,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21813213074383.19,16.29979846698477,0,620414.6209093471,4.59,8.23,3.6400000000000006,1
2022-11-26,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21879514633879.797,16.29979846698477,0,599490.2344332689,6.12,7.96,1.8399999999999999,1
2022-11-27,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,21945816193376.402,16.29979846698477,0,606818.3508151226,5.27,7.66,2.3900000000000006,0
2022-11-28,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22012117752873.008,16.29979846698477,0,598140.1736215921,6.78,8.12,1.339999999999999,0
2022-11-29,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22078419312369.613,16.29979846698477,0,607635.6424386189,4.71,8.34,3.63,1
2022-11-30,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22144720871866.22,16.29979846698477,0,625964.0966636231,6.04,8.18,2.1399999999999997,1
2022-12-01,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22211022431362.824,16.29979846698477,0,590090.869523957,6.71,5.69,-1.0199999999999996,0
2022-12-02,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22277323990859.43,16.29979846698477,0,619255.0676922315,4.07,7.89,3.8199999999999994,1
2022-12-03,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22343625550356.035,16.29979846698477,0,589698.0663291243,4.68,8.28,3.5999999999999996,0
2022-12-04,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22409927109852.64,16.29979846698477,0,576457.7175935657,4.63,6.48,1.8500000000000005,0
2022-12-05,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22476228669349.246,16.29979846698477,0,611318.4995461574,7.25,5.67,-1.58,0
2022-12-06,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22542530228845.85,16.29979846698477,0,596784.3439629251,5.38,7.98,2.6000000000000005,0
2022-12-07,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22608831788342.457,16.29979846698477,0,594407.9414515507,6.25,7.04,0.79,0
2022-12-08,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22675133347839.062,16.29979846698477,0,596413.0989314074,4.33,5.33,1.0,0
2022-12-09,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22741434907335.668,16.29979846698477,0,582042.1833332882,6.59,5.15,-1.4399999999999995,0
2022-12-10,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22807736466832.273,16.29979846698477,0,564629.4038774486,4.45,6.12,1.67,1
2022-12-11,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22874038026328.88,16.29979846698477,0,610883.603740346,6.68,6.84,0.16000000000000014,1
2022-12-12,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,22940339585825.484,16.29979846698477,0,606186.7212205178,6.36,5.34,-1.0200000000000005,0
2022-12-13,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23006641145322.09,16.29979846698477,0,623163.7969973402,7.05,8.07,1.0200000000000005,1
2022-12-14,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23072942704818.695,16.29979846698477,0,583304.8739329894,7.24,8.64,1.4000000000000004,0
2022-12-15,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23139244264315.3,16.29979846698477,0,634596.2550953935,6.06,8.12,2.0599999999999996,0
2022-12-16,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23205545823811.906,16.29979846698477,0,600059.7518287076,4.56,5.9,1.3400000000000007,1
2022-12-17,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23271847383308.51,16.29979846698477,0,598464.2208006408,6.65,7.2,0.5499999999999998,1
2022-12-18,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23338148942805.117,16.29979846698477,0,601216.3653290786,4.68,7.52,2.84,1
2022-12-19,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23404450502301.723,16.29979846698477,0,608684.3736008687,6.54,8.64,2.1000000000000005,0
2022-12-20,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23470752061798.33,16.29979846698477,0,635642.8755158287,6.78,5.69,-1.0899999999999999,0
2022-12-21,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23537053621294.934,16.29979846698477,0,598929.6641192213,6.27,8.59,2.3200000000000003,1
2022-12-22,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23603355180791.54,16.29979846698477,0,620515.0967505119,6.15,6.64,0.4899999999999993,1
2022-12-23,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23669656740288.145,16.29979846698477,0,625765.8598925199,4.04,8.86,4.819999999999999,0
2022-12-24,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23735958299784.75,16.29979846698477,0,577055.2345846753,4.36,7.5,3.1399999999999997,0
2022-12-25,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23802259859281.355,16.29979846698477,0,628918.4148672099,6.73,7.41,0.6799999999999997,0
2022-12-26,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23868561418777.96,16.29979846698477,0,622397.612414054,6.66,6.2,-0.45999999999999996,0
2022-12-27,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,23934862978274.566,16.29979846698477,0,607275.2668817083,6.48,5.11,-1.37,0
2022-12-28,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24001164537771.17,16.29979846698477,0,596237.7943684151,5.81,8.87,3.0599999999999996,1
2022-12-29,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24067466097267.777,16.29979846698477,0,586611.5684949597,6.68,8.04,1.3599999999999994,1
2022-12-30,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24133767656764.383,16.29979846698477,0,585711.8793040385,6.66,5.99,-0.6699999999999999,0
2022-12-31,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24200069216260.99,16.29979846698477,0,659243.486044442,4.92,7.09,2.17,0
2023-01-01,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24266370775757.594,16.29979846698477,0,602917.9652484697,7.43,5.89,-1.54,0
2023-01-02,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24332672335254.2,16.29979846698477,0,588374.13326522,5.99,8.51,2.5199999999999996,0
2023-01-03,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24398973894750.805,16.29979846698477,0,647975.288597148,4.97,8.78,3.8099999999999996,1
2023-01-04,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24465275454247.41,16.29979846698477,0,632320.169793506,6.89,7.33,0.4400000000000004,1
2023-01-05,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24531577013744.016,16.29979846698477,0,622617.5888269946,4.72,5.22,0.5,0
2023-01-06,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24597878573240.62,16.29979846698477,0,605287.8555748913,5.43,7.86,2.4300000000000006,0
2023-01-07,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24664180132737.227,16.29979846698477,0,652648.5476019358,7.18,6.96,-0.21999999999999975,0
2023-01-08,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24730481692233.832,16.29979846698477,0,581153.554579598,7.0,8.62,1.6199999999999992,1
2023-01-09,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24796783251730.438,16.29979846698477,0,608053.9373339424,6.08,6.66,0.5800000000000001,1
2023-01-10,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24863084811227.043,16.29979846698477,0,629913.0964969823,5.1,7.38,2.2800000000000002,0
2023-01-11,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24929386370723.65,16.29979846698477,0,613167.2069862026,6.46,8.01,1.5499999999999998,1
2023-01-12,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,24995687930220.254,16.29979846698477,0,586763.7186228757,4.76,6.03,1.2700000000000005,0
2023-01-13,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25061989489716.86,16.29979846698477,0,600600.170236697,6.5,5.63,-0.8700000000000001,0
2023-01-14,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25128291049213.465,16.29979846698477,0,615484.9300281557,5.4,5.92,0.5199999999999996,1
2023-01-15,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25194592608710.07,16.29979846698477,0,605430.4062542097,6.53,7.27,0.7399999999999993,1
2023-01-16,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25260894168206.676,16.29979846698477,0,568813.0316784314,4.57,8.49,3.92,1
2023-01-17,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25327195727703.28,16.29979846698477,0,634529.9977869219,6.77,7.1,0.33000000000000007,1
2023-01-18,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25393497287199.887,16.29979846698477,0,628329.5337889139,5.78,5.5,-0.28000000000000025,0
2023-01-19,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25459798846696.492,16.29979846698477,0,582722.8912850987,4.5,5.95,1.4500000000000002,1
2023-01-20,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25526100406193.098,16.29979846698477,0,601495.6883556853,4.89,6.08,1.1900000000000004,1
2023-01-21,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25592401965689.703,16.29979846698477,0,603384.5460031255,5.63,5.74,0.11000000000000032,0
2023-01-22,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25658703525186.31,16.29979846698477,0,621774.262738289,4.74,8.93,4.1899999999999995,0
2023-01-23,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25725005084682.914,16.29979846698477,0,603624.9405565873,5.59,7.61,2.0200000000000005,1
2023-01-24,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25791306644179.52,16.29979846698477,0,572744.3826636721,6.44,7.17,0.7299999999999995,1
2023-01-25,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25857608203676.125,16.29979846698477,0,636912.9638002831,4.4,6.0,1.5999999999999996,0
2023-01-26,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25923909763172.73,16.29979846698477,0,601461.5815522411,4.18,6.36,2.1800000000000006,1
2023-01-27,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,25990211322669.336,16.29979846698477,0,593034.9494779751,5.05,8.65,3.6000000000000005,1
2023-01-28,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26056512882165.94,16.29979846698477,0,593709.578940361,5.35,8.15,2.8000000000000007,0
2023-01-29,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26122814441662.547,16.29979846698477,0,585559.6288928,7.2,7.06,-0.14000000000000057,0
2023-01-30,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26189116001159.152,16.29979846698477,0,547917.2246776655,6.22,7.9,1.6800000000000006,1
2023-01-31,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26255417560655.758,16.29979846698477,0,601923.8836168824,4.92,8.7,3.7799999999999994,1
2023-02-01,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26321719120152.363,16.29979846698477,0,593341.3429668813,5.75,6.09,0.33999999999999986,0
2023-02-02,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26388020679648.97,16.29979846698477,0,604663.030983964,6.23,8.07,1.8399999999999999,0
2023-02-03,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26454322239145.574,16.29979846698477,0,615757.2288734999,7.12,7.84,0.7199999999999998,1
2023-02-04,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26520623798642.18,16.29979846698477,0,628180.607969893,4.08,8.45,4.369999999999999,0
2023-02-05,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26586925358138.785,16.29979846698477,0,593805.187999165,6.25,6.11,-0.13999999999999968,0
2023-02-06,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26653226917635.39,16.29979846698477,0,617923.1014137185,4.43,7.42,2.99,1
2023-02-07,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26719528477131.996,16.29979846698477,0,610694.9542778666,4.82,5.81,0.9899999999999993,0
2023-02-08,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26785830036628.6,16.29979846698477,0,578776.7798416617,4.03,7.51,3.4799999999999995,1
2023-02-09,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26852131596125.207,16.29979846698477,0,608559.7120199946,4.3,6.24,1.9400000000000004,0
2023-02-10,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26918433155621.812,16.29979846698477,0,628963.43628788,4.83,7.64,2.8099999999999996,0
2023-02-11,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,26984734715118.418,16.29979846698477,0,625123.6333373925,6.55,8.59,2.04,1
2023-02-12,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27051036274615.023,16.29979846698477,0,623165.3352634135,6.33,8.41,2.08,0
2023-02-13,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27117337834111.63,16.29979846698477,0,643435.8887180303,6.28,5.93,-0.35000000000000053,0
2023-02-14,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27183639393608.234,16.29979846698477,0,611078.9429844297,6.27,8.83,2.5600000000000005,1
2023-02-15,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27249940953104.84,16.29979846698477,0,551912.2950788947,6.51,6.03,-0.47999999999999954,0
2023-02-16,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27316242512601.445,16.29979846698477,0,610322.4344242436,4.74,7.33,2.59,1
2023-02-17,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27382544072098.05,16.29979846698477,0,624812.6321516819,7.37,8.31,0.9400000000000004,0
2023-02-18,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27448845631594.656,16.29979846698477,0,651761.6949497026,4.85,6.69,1.8400000000000007,1
2023-02-19,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27515147191091.26,16.29979846698477,0,635965.967567904,5.75,8.55,2.8000000000000007,0
2023-02-20,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27581448750587.867,16.29979846698477,0,591873.9750356843,4.59,6.29,1.7000000000000002,0
2023-02-21,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27647750310084.473,16.29979846698477,0,611286.2321832669,4.36,6.3,1.9399999999999995,1
2023-02-22,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27714051869581.08,16.29979846698477,0,573982.8236530371,6.81,6.15,-0.6599999999999993,0
2023-02-23,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27780353429077.684,16.29979846698477,0,574302.8679128716,7.07,7.2,0.1299999999999999,1
2023-02-24,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27846654988574.29,16.29979846698477,0,592379.891966904,4.45,7.17,2.7199999999999998,1
2023-02-25,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27912956548070.895,16.29979846698477,0,582681.7825206328,5.29,8.2,2.9099999999999993,0
2023-02-26,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,27979258107567.5,16.29979846698477,0,589418.8628562194,6.55,8.16,1.6100000000000003,0
2023-02-27,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,28045559667064.105,16.29979846698477,0,592472.3418571745,5.48,5.68,0.1999999999999993,1
2023-02-28,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,28111861226560.71,16.29979846698477,0,582512.5285278596,4.63,7.44,2.8100000000000005,1
2023-03-01,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,28178162786057.316,16.29979846698477,0,625220.7636474011,7.26,7.08,-0.17999999999999972,0
2023-03-02,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,28244464345553.92,16.29979846698477,0,608613.3358778825,5.78,5.08,-0.7000000000000002,0
2023-03-03,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,28310765905050.527,16.29979846698477,0,606381.6209313048,6.98,5.96,-1.0200000000000005,0
2023-03-04,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,28377067464547.133,16.29979846698477,0,619635.8556646671,5.64,7.06,1.42,1
2023-03-05,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,28443369024043.74,16.29979846698477,0,595940.3001671929,4.31,8.4,4.090000000000001,1
2023-03-06,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,28509670583540.344,16.29979846698477,0,625316.4019443797,4.0,6.44,2.4400000000000004,1
2023-03-07,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,28575972143036.95,16.29979846698477,0,587084.4158949873,5.39,7.81,2.42,0
2023-03-08,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,28642273702533.555,16.29979846698477,0,636296.7661880952,7.32,8.98,1.6600000000000001,1
2023-03-09,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,28708575262030.16,16.29979846698477,0,627020.2212586993,7.4,8.16,0.7599999999999998,0
