PO_ID,PO_Date,Vendor_Name,Vendor_Category,Business_Unit,Cost_Center,Item_Category,Quantity,Unit_Price,Currency,Payment_Terms,PO_Status,Buyer,Region,Total_PO_Amount
PO100203,21-03-2024,ABC Supplies,IT Hardware,Operations,CC1003,Office Supplies,4,49992,USD,Net 30,Cancelled,K Iyer,India,199968
PO100204,05-07-2024,Omega Corp,IT Hardware,HR,CC3001,Server,33,36085,USD,Net 30,Open,A Mehta,EMEA,1190805
PO100205,22-04-2024,Prime Vendors,Logistics,IT,CC1001,Office Supplies,1,31182,USD,Net 60,Closed,A Mehta,North America,31182
PO100206,02-01-2024,Omega Corp,IT Software,IT,CC3001,Software License,19,48364,USD,Net 45,Closed,R Sharma,EMEA,918916
PO100207,09-05-2024,Omega Corp,Facilities,Sales,CC1001,Office Supplies,31,19380,INR,Net 45,Open,K Iyer,EMEA,600780
PO100208,07-08-2024,Global Tech,IT Hardware,Operations,CC1002,Laptop,16,38567,INR,Net 60,Open,R Sharma,India,617072
PO100209,23-02-2024,Prime Vendors,Professional Services,IT,CC1001,Laptop,14,43185,INR,Net 30,Closed,S Nair,North America,604590
PO100210,08-12-2024,Omega Corp,Professional Services,Manufacturing,CC2001,Consulting,48,18573,USD,Net 30,Cancelled,R Sharma,EMEA,891504
PO100211,11-08-2024,ABC Supplies,Logistics,HR,CC1003,Consulting,5,36535,INR,Net 45,Open,P Verma,North America,182675
PO100212,12-08-2024,ABC Supplies,IT Software,Manufacturing,CC1002,Software License,41,37674,USD,Net 30,Closed,R Sharma,India,1544634
PO100213,05-05-2024,Delta Services,IT Hardware,Manufacturing,CC1001,Server,26,25337,INR,Net 60,Closed,P Verma,EMEA,658762
PO100214,09-05-2024,Prime Vendors,IT Software,HR,CC3001,Office Supplies,28,18326,USD,Net 60,Closed,P Verma,India,513128
PO100215,22-02-2024,Prime Vendors,IT Hardware,Manufacturing,CC1002,Software License,2,25481,USD,Net 45,Closed,P Verma,North America,50962
PO100216,20-06-2024,Delta Services,Logistics,IT,CC1002,Consulting,6,10882,INR,Net 60,Closed,S Nair,North America,65292
PO100217,05-08-2024,Omega Corp,Logistics,Operations,CC1001,Office Supplies,9,4937,USD,Net 60,Closed,R Sharma,India,44433
PO100218,08-06-2024,Prime Vendors,Professional Services,HR,CC1002,Consulting,33,5935,USD,Net 45,Closed,R Sharma,APAC,195855
PO100219,16-07-2024,ABC Supplies,IT Software,Sales,CC3001,Office Supplies,41,25319,INR,Net 60,Closed,S Nair,EMEA,1038079
PO100220,03-09-2024,ABC Supplies,Professional Services,Manufacturing,CC1002,Server,25,37375,USD,Net 60,Closed,K Iyer,North America,934375
PO100221,19-11-2024,Global Tech,IT Software,HR,CC3001,Software License,48,32482,USD,Net 60,Closed,A Mehta,North America,1559136
PO100222,21-07-2024,Prime Vendors,Professional Services,Finance,CC1001,Office Supplies,13,33828,USD,Net 30,Open,R Sharma,EMEA,439764
PO100223,02-07-2024,Omega Corp,Facilities,Finance,CC1003,Laptop,9,12829,INR,Net 45,Closed,A Mehta,India,115461
PO100224,02-05-2024,Delta Services,Facilities,Operations,CC1002,Laptop,13,25669,INR,Net 45,Closed,S Nair,India,333697
PO100225,11-09-2024,Delta Services,Facilities,IT,CC1003,Office Supplies,31,22432,USD,Net 45,Open,K Iyer,India,695392
PO100226,20-10-2024,Omega Corp,Facilities,Operations,CC3001,Office Supplies,41,35094,INR,Net 30,Closed,K Iyer,APAC,1438854
PO100227,06-10-2024,Zenith Traders,IT Hardware,Operations,CC1002,Office Supplies,11,11921,USD,Net 30,Closed,K Iyer,APAC,131131
PO100228,20-11-2024,Global Tech,Facilities,Operations,CC2001,Laptop,4,45533,USD,Net 45,Open,S Nair,North America,182132
PO100229,07-04-2024,Delta Services,Logistics,Operations,CC1003,Laptop,34,8129,USD,Net 30,Closed,P Verma,India,276386
PO100230,16-07-2024,Prime Vendors,Logistics,Sales,CC1002,Office Supplies,38,8825,USD,Net 45,Open,P Verma,EMEA,335350
PO100231,27-08-2024,Global Tech,IT Hardware,Sales,CC1003,Consulting,46,28995,USD,Net 30,Open,A Mehta,North America,1333770
PO100232,23-05-2024,Prime Vendors,Facilities,HR,CC1002,Consulting,4,32250,INR,Net 60,Closed,P Verma,EMEA,129000
PO100233,06-04-2024,ABC Supplies,Facilities,Finance,CC1001,Server,38,30119,USD,Net 60,Open,P Verma,North America,1144522
PO100234,19-07-2024,Global Tech,Facilities,Operations,CC1003,Software License,19,40961,INR,Net 45,Closed,K Iyer,APAC,778259
PO100235,03-05-2024,Delta Services,Professional Services,HR,CC2001,Consulting,6,8764,INR,Net 30,Closed,K Iyer,North America,52584
PO100236,05-07-2024,Global Tech,IT Software,Finance,CC2001,Laptop,34,13186,USD,Net 30,Closed,A Mehta,APAC,448324
PO100237,21-11-2024,Global Tech,Professional Services,Manufacturing,CC3001,Consulting,18,46984,USD,Net 60,Closed,R Sharma,North America,845712
PO100238,14-12-2024,Global Tech,IT Software,IT,CC1002,Server,13,24726,INR,Net 60,Open,A Mehta,India,321438
PO100239,15-09-2024,Zenith Traders,Facilities,Sales,CC1003,Server,41,7221,INR,Net 30,Closed,A Mehta,EMEA,296061
PO100240,27-05-2024,Global Tech,Facilities,Manufacturing,CC3001,Software License,23,21109,INR,Net 30,Open,S Nair,India,485507
PO100241,08-09-2024,Prime Vendors,Professional Services,Finance,CC1003,Consulting,19,7873,USD,Net 30,Closed,S Nair,North America,149587
PO100242,11-12-2024,ABC Supplies,Professional Services,Manufacturing,CC1002,Laptop,45,39175,INR,Net 30,Cancelled,A Mehta,North America,1762875
PO100243,26-05-2024,Omega Corp,IT Software,IT,CC2001,Laptop,11,49395,USD,Net 30,Open,A Mehta,North America,543345
PO100244,27-05-2024,Global Tech,Logistics,Finance,CC1001,Office Supplies,1,29437,USD,Net 30,Closed,A Mehta,APAC,29437
PO100245,17-12-2024,Delta Services,IT Software,Manufacturing,CC2001,Laptop,24,6156,USD,Net 45,Closed,P Verma,EMEA,147744
PO100246,17-07-2024,Global Tech,Professional Services,Sales,CC3001,Software License,7,9484,INR,Net 30,Closed,S Nair,EMEA,66388
PO100247,03-11-2024,Delta Services,Professional Services,Sales,CC1001,Software License,25,30484,USD,Net 60,Closed,A Mehta,North America,762100
PO100248,07-05-2024,Prime Vendors,IT Hardware,HR,CC3001,Laptop,21,8786,USD,Net 45,Open,K Iyer,North America,184506
PO100249,08-02-2024,Delta Services,Professional Services,Manufacturing,CC1002,Laptop,15,6401,USD,Net 30,Closed,K Iyer,APAC,96015
PO100250,03-12-2024,Omega Corp,IT Hardware,Operations,CC1001,Office Supplies,1,32052,USD,Net 60,Open,P Verma,India,32052
PO100251,25-12-2024,ABC Supplies,Logistics,Manufacturing,CC3001,Laptop,12,26209,USD,Net 45,Closed,P Verma,India,314508
PO100252,08-05-2024,Delta Services,IT Software,Finance,CC1002,Office Supplies,7,31555,INR,Net 60,Cancelled,R Sharma,EMEA,220885
PO100253,23-09-2024,Delta Services,IT Software,Finance,CC2001,Office Supplies,15,38185,USD,Net 30,Closed,R Sharma,APAC,572775
PO100254,30-05-2024,ABC Supplies,IT Hardware,Manufacturing,CC1002,Laptop,21,8929,USD,Net 30,Closed,R Sharma,North America,187509
PO100255,24-10-2024,Omega Corp,IT Software,IT,CC1003,Server,19,15216,INR,Net 30,Open,P Verma,EMEA,289104
PO100256,08-04-2024,Global Tech,Professional Services,Sales,CC1002,Server,29,49063,USD,Net 30,Closed,P Verma,APAC,1422827
PO100257,19-09-2024,Delta Services,Facilities,Finance,CC1002,Office Supplies,25,11638,INR,Net 45,Closed,P Verma,India,290950
PO100258,08-09-2024,ABC Supplies,IT Hardware,Sales,CC1003,Laptop,33,35798,USD,Net 45,Open,K Iyer,APAC,1181334
PO100259,23-05-2024,Prime Vendors,IT Software,Finance,CC3001,Server,49,23929,INR,Net 60,Closed,P Verma,India,1172521
PO100260,11-12-2024,ABC Supplies,IT Hardware,HR,CC3001,Laptop,32,6272,INR,Net 30,Open,K Iyer,APAC,200704
PO100261,21-04-2024,Prime Vendors,IT Hardware,Operations,CC1002,Laptop,49,48744,USD,Net 60,Closed,R Sharma,EMEA,2388456
PO100262,29-02-2024,Omega Corp,Facilities,Finance,CC1003,Laptop,35,49019,USD,Net 45,Closed,R Sharma,India,1715665
PO100263,02-01-2024,Global Tech,Professional Services,Sales,CC1003,Consulting,44,36232,USD,Net 30,Closed,R Sharma,EMEA,1594208
PO100264,30-10-2024,ABC Supplies,IT Hardware,HR,CC2001,Laptop,38,40405,INR,Net 30,Open,A Mehta,EMEA,1535390
PO100265,10-09-2024,Zenith Traders,IT Software,Finance,CC3001,Consulting,26,17847,INR,Net 45,Closed,A Mehta,India,464022
PO100266,19-05-2024,Delta Services,Logistics,IT,CC1001,Office Supplies,11,17420,INR,Net 45,Closed,S Nair,India,191620
PO100267,06-02-2024,Omega Corp,IT Hardware,Operations,CC3001,Server,35,32322,USD,Net 45,Cancelled,S Nair,North America,1131270
PO100268,08-06-2024,ABC Supplies,IT Hardware,Finance,CC3001,Server,8,47159,INR,Net 45,Closed,S Nair,North America,377272
PO100269,09-01-2024,Delta Services,Facilities,HR,CC2001,Server,46,40608,INR,Net 45,Closed,A Mehta,North America,1867968
PO100270,20-08-2024,ABC Supplies,Professional Services,IT,CC1001,Server,14,24063,USD,Net 30,Closed,A Mehta,EMEA,336882
PO100271,08-04-2024,Prime Vendors,Logistics,Manufacturing,CC2001,Server,10,8467,INR,Net 45,Closed,S Nair,EMEA,84670
PO100272,26-05-2024,ABC Supplies,IT Software,HR,CC1001,Server,2,45683,INR,Net 30,Closed,S Nair,North America,91366
PO100273,30-10-2024,Zenith Traders,Logistics,HR,CC1002,Server,46,12371,USD,Net 30,Closed,P Verma,EMEA,569066
PO100274,26-07-2024,ABC Supplies,IT Software,IT,CC1001,Office Supplies,9,29263,INR,Net 45,Closed,S Nair,EMEA,263367
PO100275,10-05-2024,ABC Supplies,Professional Services,HR,CC2001,Laptop,3,12416,USD,Net 45,Closed,P Verma,India,37248
PO100276,31-05-2024,Zenith Traders,IT Software,IT,CC3001,Software License,21,9234,USD,Net 30,Closed,K Iyer,India,193914
PO100277,23-02-2024,Omega Corp,Facilities,Finance,CC1001,Consulting,26,34113,USD,Net 45,Open,A Mehta,EMEA,886938
PO100278,29-04-2024,ABC Supplies,Facilities,IT,CC1001,Software License,8,28679,USD,Net 45,Open,S Nair,North America,229432
PO100279,09-06-2024,Zenith Traders,Facilities,IT,CC1003,Software License,48,35762,USD,Net 45,Open,A Mehta,APAC,1716576
PO100280,25-04-2024,Delta Services,Facilities,Operations,CC3001,Laptop,2,13177,INR,Net 60,Open,A Mehta,North America,26354
PO100281,15-03-2024,Prime Vendors,Logistics,IT,CC1002,Laptop,6,18768,INR,Net 30,Closed,A Mehta,APAC,112608
PO100282,22-04-2024,Prime Vendors,Professional Services,IT,CC2001,Laptop,28,12830,USD,Net 60,Closed,K Iyer,North America,359240
PO100283,13-04-2024,ABC Supplies,IT Software,Manufacturing,CC1002,Server,29,21233,USD,Net 45,Closed,R Sharma,India,615757
PO100284,05-12-2024,Omega Corp,IT Software,Finance,CC3001,Office Supplies,26,38447,INR,Net 60,Closed,S Nair,EMEA,999622
PO100285,10-09-2024,Omega Corp,Facilities,Operations,CC1001,Server,25,27786,USD,Net 45,Cancelled,R Sharma,EMEA,694650
PO100286,14-08-2024,Delta Services,Facilities,Manufacturing,CC1001,Office Supplies,12,7110,USD,Net 60,Closed,R Sharma,India,85320
PO100287,21-04-2024,ABC Supplies,IT Hardware,Sales,CC3001,Office Supplies,5,6930,USD,Net 45,Closed,R Sharma,APAC,34650
PO100288,08-04-2024,Prime Vendors,Professional Services,Finance,CC1001,Software License,34,40422,INR,Net 60,Closed,A Mehta,APAC,1374348
PO100289,01-06-2024,Omega Corp,Logistics,Finance,CC1001,Software License,48,14328,INR,Net 60,Closed,P Verma,APAC,687744
PO100290,14-12-2024,ABC Supplies,IT Software,Sales,CC1001,Office Supplies,37,43413,USD,Net 60,Open,A Mehta,India,1606281
PO100291,03-12-2024,Omega Corp,IT Hardware,IT,CC2001,Office Supplies,15,31997,USD,Net 30,Closed,A Mehta,APAC,479955
PO100292,12-07-2024,Zenith Traders,IT Hardware,Manufacturing,CC2001,Server,44,39756,INR,Net 60,Cancelled,R Sharma,India,1749264
PO100293,05-11-2024,Omega Corp,IT Software,HR,CC1003,Server,36,37118,INR,Net 30,Closed,A Mehta,North America,1336248
PO100294,11-06-2024,Prime Vendors,Logistics,Operations,CC1002,Software License,15,46832,USD,Net 45,Open,R Sharma,North America,702480
PO100295,26-07-2024,Global Tech,IT Hardware,HR,CC3001,Laptop,43,27026,USD,Net 60,Closed,P Verma,India,1162118
PO100296,17-06-2024,Delta Services,IT Hardware,Sales,CC3001,Office Supplies,48,30658,INR,Net 45,Closed,S Nair,EMEA,1471584
PO100297,09-06-2024,Delta Services,Professional Services,Finance,CC3001,Server,23,25532,INR,Net 45,Open,R Sharma,North America,587236
PO100298,08-03-2024,Prime Vendors,Logistics,Finance,CC1003,Software License,6,38346,INR,Net 60,Closed,P Verma,APAC,230076
PO100299,15-10-2024,Omega Corp,IT Hardware,Operations,CC2001,Server,46,45436,USD,Net 30,Closed,S Nair,India,2090056
